,sedol,name,symbol,sector,country,weight,date
1095,BP3R25,China Life Insurance Co. Ltd. Class A,,Financials,China,0.0398279,2024-01-31
1096,BP3R24,China Petroleum & Chemical Corporation Class A,,Energy,China,0.0943156,2024-01-31
1097,BP3R23,Bank of China Limited Class A,,Financials,China,0.0757425,2024-01-31
1098,BP3R22,Agricultural Bank of China Limited Class A,,Financials,China,0.165291,2024-01-31
1099,BP3R21,Industrial and Commercial Bank of China Limited Class A,,Financials,China,0.162336,2024-01-31
1100,BP3R20,"PetroChina Co., Ltd. Class A",,Energy,China,0.0900862,2024-01-31
1101,BP3R1R,"Anhui Jianghuai Automobile Group Corp., Ltd. Class A",,Consumer Discretionary,China,0.0132773,2024-01-31
1102,BP3R1P,Wintime Energy Group Co. Ltd. Class A,,Utilities,China,0.0145271,2024-01-31
1103,B71SXC,"Haitong Securities Co., Ltd. Class H",6837-HK,Financials,China,0.0749613,2024-01-31
1104,BYW5R0,"Jason Furniture (Hangzhou) Co., Ltd. Class A",,Consumer Discretionary,China,0.0138943,2024-01-31
1105,BYYMZN,China Overseas Property Holdings Limited,2669-HK,Real Estate,China,0.0518892,2024-01-31
1106,BRTL41,"LONGi Green Energy Technology Co., Ltd. Class A",,Information Technology,China,0.0732214,2024-01-31
1107,BS7K37,"Huaibei Mining Holdings Co., Ltd. Class A",,Materials,China,0.0214605,2024-01-31
1108,BS7K3D,"Changzhou Xingyu Automotive Lighting Systems Co., Ltd Class A",,Consumer Discretionary,China,0.018066,2024-01-31
1109,BS7K3K,"Zhejiang Zheneng Electric Power Co., Ltd. Class A",,Utilities,China,0.0300052,2024-01-31
1110,BS7K3N,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD Class A",,Health Care,China,0.0138747,2024-01-31
1111,BS7K3T,HLA Group Corp. Ltd. Class A,,Consumer Discretionary,China,0.0165588,2024-01-31
1112,BS7K5P,"Shaanxi Coal Industry Co., Ltd. Class A",,Energy,China,0.117007,2024-01-31
1113,BYW5N8,"Autobio Diagnostics Co., Ltd. Class A",,Health Care,China,0.0137737,2024-01-31
1114,BYW5QJ,"YTO Express Group Co.,Ltd. Class A",,Industrials,China,0.0191739,2024-01-31
1115,BZ0D28,"Shanghai M&G Stationery, Inc.",,Industrials,China,0.0141706,2024-01-31
1116,BWGCFG,"Fuyao Glass Industry Group Co., Ltd. Class H",3606-HK,Consumer Discretionary,China,0.163506,2024-01-31
1117,BZ169C,China International Capital Corp. Ltd. Class H,3908-HK,Financials,China,0.107775,2024-01-31
1118,BZ0D1S,"Chifeng Jilong Gold Mining Co., Ltd. Class A",,Materials,China,0.00996595,2024-01-31
1119,BZ0D1V,CECEP Wind-Power Corp Class A,,Utilities,China,0.00917822,2024-01-31
1120,BZ0D1W,"Spring Airlines Co., Ltd. Class A",,Industrials,China,0.0255686,2024-01-31
1121,BZ0D1Y,Everbright Securities Company Limited Class A,,Financials,China,0.0304968,2024-01-31
1122,BZ0D00,Orient Securities Company Limited Class A,,Financials,China,0.0308321,2024-01-31
1123,BYQ977,"Flat Glass Group Co., Ltd. Class H",6865-HK,Information Technology,China,0.0384438,2024-01-31
1124,46591M10,"JOYY, Inc. Sponsored ADR Class A",JOYY-US,Communication Services,China,0.0710204,2024-01-31
1125,BYW5MY,"Bank of Jiangsu Co., Ltd. Class A",,Financials,China,0.0656728,2024-01-31
1126,BD9Q2J,Genscript Biotech Corporation,1548-HK,Health Care,China,0.115355,2024-01-31
1127,BYZW44,"Zhejiang Dingli Machinery Co., Ltd. Class A",,Industrials,China,0.0130585,2024-01-31
1128,BYZW4G,"Zhejiang Weiming Environment Protection Co., Ltd. Class A",,Industrials,China,0.0132048,2024-01-31
1129,BYQDNL,"Anhui Kouzi Distillery Co., Ltd. Class A",,Consumer Staples,China,0.0116585,2024-01-31
1130,BYQDNJ,China National Nuclear Power Co. Ltd. Class A,,Utilities,China,0.0781339,2024-01-31
1131,BYQDMZ,"Guotai Haitong Securities Co., Ltd. Class A",,Financials,China,0.0547846,2024-01-31
1132,BYQDMP,"Juneyao Airlines Co., Ltd. Class A",,Industrials,China,0.0131281,2024-01-31
1133,BYQDM9,"Hongfa Technology Co., Ltd. Class A",,Industrials,China,0.00583915,2024-01-31
1134,BYQDMD,"Dongxing Securities Co., Ltd.",,Financials,China,0.0127942,2024-01-31
1135,BYQDMF,"Ningbo Tuopu Group Co., Ltd. Class A",,Consumer Discretionary,China,0.0268098,2024-01-31
1136,BPLWPC,Ningbo Joyson Electronic Corp. Class A,,Consumer Discretionary,China,0.010153,2024-01-31
1137,98980A10,"ZTO Express (Cayman), Inc. Sponsored ADR Class A",ZTO-US,Industrials,China,0.416202,2024-01-31
1138,72230410,PDD Holdings Inc. Sponsored ADR Class A,PDD-US,Consumer Discretionary,China,4.52648,2024-01-31
1139,BYYFJJ,"ENN Natural Gas Co., Ltd. Class A",,Utilities,China,0.0225271,2024-01-31
1140,BYYFJH,Topchoice Medical Corp. Class A,,Health Care,China,0.0095175,2024-01-31
1141,BYYFJR,"HANGZHOU FIRST APPLIED MATERIAL CO.,LTD. Class A",,Information Technology,China,0.0211491,2024-01-31
1142,BYYFJV,Yifeng Pharmacy Chain Co Ltd Class A,,Consumer Staples,China,0.0191297,2024-01-31
1143,BYYFJ7,"SDIC Capital Co., Ltd. Class A",,Financials,China,0.0214229,2024-01-31
1144,BZ3F5X,Greenland Holdings Group Corporation Ltd Class A,,Real Estate,China,0.0123343,2024-01-31
1145,BZ3F6M,"Seazen Holdings Co.,Ltd. Class A",,Real Estate,China,0.0110782,2024-01-31
1146,BK947Q,Shanghai Lingang Holdings Corp. Ltd. Class A,,Real Estate,China,0.0117335,2024-01-31
1147,BD8GL1,"Postal Savings Bank of China Co., Ltd. Class H",1658-HK,Financials,China,0.227369,2024-01-31
1148,BYNGG2,China Resources Pharmaceutical Group Ltd.,3320-HK,Health Care,China,0.0570723,2024-01-31
1149,BD5CPV,"Shenwan Hongyuan Group Co., Ltd. Class A",,Financials,China,0.0491546,2024-01-31
1150,BD5CCV,"Sunwoda Electronic Co., Ltd. Class A",,Industrials,China,0.0108476,2024-01-31
1151,BD5C8D,"Hengdian Group DMEGC Magnetics Co., Ltd Class A",,Information Technology,China,0.0102871,2024-01-31
1152,BD5LXS,"Titan Wind Energy (Suzhou) Co., Ltd. Class A",,Industrials,China,0.00799105,2024-01-31
1153,BD5CPM,"China Merchants Shekou Industrial Zone Holdings Co., Ltd. Class A",,Real Estate,China,0.0396621,2024-01-31
1154,BD5CKD,"China Baoan Group Co., Ltd. Class A",,Industrials,China,0.0139033,2024-01-31
1155,BD5C8L,"Guangzhou Yuexiu Capital Holdings Group Co., Ltd. Class A",,Financials,China,0.0119365,2024-01-31
1156,BD5CNT,GoerTek Inc. Class A,,Information Technology,China,0.0260348,2024-01-31
1157,BD5CM9,"Huadong Medicine Co., Ltd. Class A",,Health Care,China,0.0253508,2024-01-31
1158,BD5CP7,"Western Securities Co., Ltd. Class A",,Financials,China,0.013296,2024-01-31
1159,BD5CMH,"37 Interactive Entertainment Network Technology Group Co., Ltd.",,Communication Services,China,0.0183981,2024-01-31
1160,BD5CM1,"Lepu Medical Technology (Beijing) Co., Ltd. Class A",,Health Care,China,0.0122964,2024-01-31
1161,BD5CCK,"Hangzhou Tigermed Consulting Co., Ltd. Class A",,Health Care,China,0.00759199,2024-01-31
1162,BD5CND,Focus Media Information Technology Co Ltd Class A,,Communication Services,China,0.0407276,2024-01-31
1163,BD5CHJ,"Shijiazhuang Yiling Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0164192,2024-01-31
1164,BD5CD7,"Beijing E-Hualu Information Technology Co., Ltd. Class A",,Information Technology,China,0.00788429,2024-01-31
1165,BD5M1C,"Perfect World Co., Ltd. Class A",,Communication Services,China,0.00925678,2024-01-31
1166,BD5CMX,"Beijing Shiji Information Technology Co., Ltd. Class A",,Information Technology,China,0.0080824,2024-01-31
1167,BD5CNL,"DHC Software Co., Ltd. Class A",,Information Technology,China,0.00799965,2024-01-31
1168,BD5CQ0,"Weichai Power Co., Ltd. Class A",,Industrials,China,0.0500084,2024-01-31
1169,BD5C8C,"Accelink Technologies Co., Ltd. Class A",,Information Technology,China,0.00861868,2024-01-31
1170,BD5C7M,"Sieyuan Electric Co., Ltd. Class A",,Industrials,China,0.0194405,2024-01-31
1171,BD5CMP,"Beijing Dbn Technology Group Co., Ltd. Class A",,Consumer Staples,China,0.00978963,2024-01-31
1172,BD5CPH,Wanda Film Holding Co. Ltd. Class A,,Communication Services,China,0.0120416,2024-01-31
1173,BD5C84,"Shenzhen Sunlord Electronics Co., Ltd. Class A",,Information Technology,China,0.00893041,2024-01-31
1174,BD5CDT,"Mango Excellent Media Co., Ltd. Class A",,Communication Services,China,0.0199816,2024-01-31
1175,BD5CP2,TCL Technology Group Corporation Class A,,Information Technology,China,0.0379609,2024-01-31
1176,BD5CC9,"Shandong Sunpaper Co., Ltd. Class A",,Materials,China,0.0169479,2024-01-31
1177,BD5CG3,"Walvax Biotechnology Co., Ltd. Class A",,Health Care,China,0.0132374,2024-01-31
1178,BD5CM2,"XCMG Construction Machinery Co., Ltd. Class A",,Industrials,China,0.0332042,2024-01-31
1179,BD5CFP,"Beijing Oriental Yuhong Waterproof Technology Co., Ltd. Class A",,Materials,China,0.0101505,2024-01-31
1180,BD5CJ7,"Gotion High-tech Co., Ltd Class A",,Industrials,China,0.0166033,2024-01-31
1181,BD5CMM,Luzhou Laojiao Company Limited Class A,,Consumer Staples,China,0.107854,2024-01-31
1182,BD5C7Z,"Wus Printed Circuit (Kunshan) Co., Ltd. Class A",,Information Technology,China,0.0187431,2024-01-31
1183,BD5CFH,"BBMG Jidong Cement Group Co., Ltd. Class A",,Materials,China,0.00760242,2024-01-31
1184,BD5CQ5,Goldwind Science & Technology Co. Ltd. Class A,,Industrials,China,0.0120246,2024-01-31
1185,BD5CL0,"Sichuan Kelun Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0170217,2024-01-31
1186,BD5CLB,"IEIT SYSTEMS Co., Ltd.Class A",,Information Technology,China,0.0206252,2024-01-31
1187,BD5CKV,"By-health Co., Ltd. Class A",,Consumer Staples,China,0.0127754,2024-01-31
1188,BD5CDC,"Zhejiang Sanhua Intelligent Controls Co., Ltd. Class A",,Industrials,China,0.0195619,2024-01-31
1189,BD5CP9,Yunnan Baiyao Group Co. Ltd. Class A,,Health Care,China,0.0417127,2024-01-31
1190,BD5LTW,"Asia-Potash International Investment (Guangzhou) Co., Ltd. Class A",,Materials,China,0.00960899,2024-01-31
1191,BD5LYF,NAURA Technology Group Co Ltd Class A,,Information Technology,China,0.0602394,2024-01-31
1192,BD5CN8,Luxshare Precision Industry Co. Ltd. Class A,,Information Technology,China,0.0909341,2024-01-31
1193,BD5CJM,"Jiangsu Yuyue Medical Equipment & Supply Co., Ltd. Class A",,Health Care,China,0.0159464,2024-01-31
1194,BD5CP1,Lens Technology Co. Ltd. Class A,,Information Technology,China,0.0259408,2024-01-31
1195,BD5CLQ,"Aier Eye Hospital Group Co., Ltd. Class A",,Health Care,China,0.0595505,2024-01-31
1196,BD5CG0,"Thunder Software Technology Co., Ltd. Class A",,Information Technology,China,0.0114803,2024-01-31
1197,BD5CPG,"Wuliangye Yibin Co., Ltd. Class A",,Consumer Staples,China,0.244694,2024-01-31
1198,BD5CFS,"Zhefu Holding Group Co., Ltd. Class A",,Industrials,China,0.00808806,2024-01-31
1199,BD5CJ2,Beijing New Building Materials (Group) Co Ltd Class A,,Industrials,China,0.0225238,2024-01-31
1200,BD5CMN,"Shenzhen Inovance Technology Co., Ltd Class A",,Industrials,China,0.0372095,2024-01-31
1201,BD5CBF,"Kuang-Chi Technologies Co., Ltd. Class A",,Industrials,China,0.0128188,2024-01-31
1202,BD5CM7,Guangzhou Haige Communications Group Incorporated Company Class A,,Information Technology,China,0.0119291,2024-01-31
1203,BD5LRQ,"Shenzhen Capchem Technology Co., Ltd. Class A",,Materials,China,0.0139148,2024-01-31
1204,BD5CNB,"Qinghai Salt Lake Industry Co., Ltd. Class A",,Materials,China,0.0388854,2024-01-31
1205,BD5CQ6,BYD Company Limited Class A,,Consumer Discretionary,China,0.154507,2024-01-31
1206,BD5CL7,"Unigroup Guoxin Microelectronics Co., Ltd. Class A",,Information Technology,China,0.022187,2024-01-31
1207,BD5CPW,"China Vanke Co., Ltd Class A",,Real Estate,China,0.0465943,2024-01-31
1208,BD5C7W,"Luxi Chemical Group Co., Ltd. Class A",,Materials,China,0.00883859,2024-01-31
1209,BD5CNJ,Zhejiang Dahua Technology Co. Ltd. Class A,,Information Technology,China,0.0255531,2024-01-31
1210,BD5CGX,"Hangzhou Robam Appliances Co., Ltd. Class A",,Consumer Discretionary,China,0.0102931,2024-01-31
1211,BD5CKK,"Beijing Yanjing Brewery Co., Ltd. Class A",,Consumer Staples,China,0.0114654,2024-01-31
1212,BD5CHS,"Fujian Sunner Development Co., Ltd. Class A",,Consumer Staples,China,0.00926748,2024-01-31
1213,BD5LQY,Lingyi iTech (Guangdong) Company Class A,,Information Technology,China,0.0166152,2024-01-31
1214,BD5CMV,"Songcheng Performance Development Co., Ltd. Class A",,Consumer Discretionary,China,0.0116019,2024-01-31
1215,BD5CPJ,"Shanghai RAAS Blood Products Co., Ltd. Class A",,Health Care,China,0.0216336,2024-01-31
1216,BD5C7G,EVE Energy Co. Ltd. Class A,,Industrials,China,0.0355127,2024-01-31
1217,BD5CLT,"Chaozhou Three-Circle (Group) Co., Ltd. Class A",,Information Technology,China,0.0218576,2024-01-31
1218,BD5CG5,"Zhejiang Century Huatong Group Co., Ltd. Class A",,Communication Services,China,0.0156229,2024-01-31
1219,BD5CP4,"Changjiang Securities Co., Ltd Class A",,Financials,China,0.0136074,2024-01-31
1220,BD5LW2,"Risen Energy Co., Ltd. Class A",,Information Technology,China,0.0083644,2024-01-31
1221,BD5CH6,Zhejiang NHU Co. Ltd. Class A,,Health Care,China,0.0247456,2024-01-31
1222,BD5CMK,"AECC Aero-engine Control Co., Ltd. Class A",,Industrials,China,0.00996473,2024-01-31
1223,BD5CJX,"Muyuan Foods Co., Ltd. Class A",,Consumer Staples,China,0.0961578,2024-01-31
1224,BD5CM0,"Shenzhen Salubris Pharmaceuticals Co., Ltd. Class A",,Health Care,China,0.0144282,2024-01-31
1225,BD5CPZ,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class A,,Industrials,China,0.0255009,2024-01-31
1226,BD5CMC,"Yantai Jereh Oilfield Services Group Co., Ltd. Class A",,Energy,China,0.0134707,2024-01-31
1227,BD5LZB,Inner Mongolia Berun Chemical Company Limited Class A,,Materials,China,0.00943621,2024-01-31
1228,BD5CPR,"Guosen Securities Co., Ltd. Class A",,Financials,China,0.0256841,2024-01-31
1229,BD5LVM,"Sinoma Science & Technology Co., Ltd. Class A",,Materials,China,0.0119021,2024-01-31
1230,BD5CN6,"Shenzhen Energy Group Co., Ltd. Class A",,Utilities,China,0.014722,2024-01-31
1231,BD5CQ3,"GF Securities Co., Ltd. Class A",,Financials,China,0.040476,2024-01-31
1232,BD5CL2,"Rongsheng Petrochemical Co., Ltd. Class A",,Materials,China,0.0478602,2024-01-31
1233,BD5CKH,Tianqi Lithium Corp. Class A,,Materials,China,0.0342823,2024-01-31
1234,BD5M22,"Zhejiang Supor Co., Ltd. Class A",,Consumer Discretionary,China,0.013596,2024-01-31
1235,BD5C8H,Do-Fluoride New Materials Co. Ltd. Class A,,Materials,China,0.00723205,2024-01-31
1236,BD5CPY,ZTE Corporation Class A,,Information Technology,China,0.0441471,2024-01-31
1237,BD5CFQ,"Himile Mechanical Science & Technology (Shandong) Co., Ltd. Class A",,Industrials,China,0.0106653,2024-01-31
1238,BD5LR6,"Guangzhou Tinci Materials Technology Co., Ltd",,Materials,China,0.0179511,2024-01-31
1239,BD5LTF,"Yangzhou Yangjie Electronic Technology Co., Ltd. Class A",,Information Technology,China,0.00886964,2024-01-31
1240,BD5CF4,"Shanjin International Gold Co., Ltd. Class A",,Materials,China,0.0195138,2024-01-31
1241,BD5CHF,"Yunnan Tin Co., Ltd. Class A",,Materials,China,0.0103339,2024-01-31
1242,BD5CLK,"OFILM Group Co., Ltd. Class A",,Information Technology,China,0.0108295,2024-01-31
1243,BD5M1G,"Anhui Gujing Distillery Co., Ltd. Class A",,Consumer Staples,China,0.0406088,2024-01-31
1244,BD5CMD,"Tongling Nonferrous Metals Group Co., Ltd. Class A",,Materials,China,0.0190936,2024-01-31
1245,BD5CL1,Hualan Biological Engineering Inc. Class A,,Health Care,China,0.0160263,2024-01-31
1246,BD5CGB,"Sungrow Power Supply Co., Ltd. Class A",,Industrials,China,0.0581084,2024-01-31
1247,BD5CN1,"Kunlun Tech Co., Ltd. Class A",,Communication Services,China,0.0179869,2024-01-31
1248,BD5M2G,Ninestar Corp. Class A,,Information Technology,China,0.0137138,2024-01-31
1249,BD5LS7,"LB Group Co., Ltd. Class A",,Materials,China,0.019164,2024-01-31
1250,BD5CKM,"Tianma Microelectronics Co., Ltd Class A",,Information Technology,China,0.0102063,2024-01-31
1251,BD5CMT,"TCL Zhonghuan Renewable Energy Technology Co., Ltd. Class A",,Information Technology,China,0.0248188,2024-01-31
1252,BD5CPL,"BOE Technology Group Co., Ltd. Class A",,Information Technology,China,0.0673187,2024-01-31
1253,BD5CK3,"Yuan Longping High-Tech Agriculture Co., Ltd. Class A",,Consumer Staples,China,0.00824292,2024-01-31
1254,BD5CNS,HBIS Company Limited Class A,,Materials,China,0.0107317,2024-01-31
1255,BD5M00,"TongFu Microelectronics Co., Ltd. Class A",,Information Technology,China,0.0139697,2024-01-31
1256,BD5CLV,Shanghai Bairun Investment Holding Group Co. Ltd. Class A,,Consumer Staples,China,0.010358,2024-01-31
1257,BD5CG7,"Hangzhou GreatStar Industrial Co., Ltd. Class A",,Consumer Discretionary,China,0.0111877,2024-01-31
1258,BD5C88,"China Zhenhua (Group) Science & Technology Co., Ltd. Class A",,Information Technology,China,0.012293,2024-01-31
1259,BD5CP6,Chongqing Changan Automobile Company Limited Class A,,Consumer Discretionary,China,0.0528844,2024-01-31
1260,BD5CB1,"Ganfeng Lithium Group Co., Ltd. Class A",,Materials,China,0.0274071,2024-01-31
1261,BD5CBG,"Unisplendour Co., Ltd. Class A",,Information Technology,China,0.0222124,2024-01-31
1262,BD5C9M,"Tianshui Huatian Technology Co., Ltd. Class A",,Information Technology,China,0.0104123,2024-01-31
1263,BD5M08,"Huafon Chemical Co., Ltd. Class A",,Materials,China,0.015134,2024-01-31
1264,BD5CLN,"FAW Jiefang Group Co., Ltd Class A",,Industrials,China,0.0121131,2024-01-31
1265,BD5CM6,"Dong-E-E-Jiao Co., Ltd. Class A",,Health Care,China,0.0168779,2024-01-31
1266,BD5LY1,Apeloa Pharmaceutical Co. Ltd. Class A,,Health Care,China,0.00714697,2024-01-31
1267,BD5CNC,"Shanxi Securities Co., Ltd. Class A",,Financials,China,0.0088691,2024-01-31
1268,BD5CL4,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd. Class A",,Health Care,China,0.0257957,2024-01-31
1269,BD5CKR,"SeeWay.ai Co., Ltd. Class A",,Information Technology,China,0.00770226,2024-01-31
1270,BD5CPT,"Wen's Foodstuff Group Co., Ltd. Class A",,Consumer Staples,China,0.0623277,2024-01-31
1271,BD5CN4,"Hithink RoyalFlush Information Network Co., Ltd. Class A",,Financials,China,0.0308685,2024-01-31
1272,BD5M1L,"Hengyi Petrochemical Co., Ltd. Class A",,Materials,China,0.0114005,2024-01-31
1273,BD5M0H,"Hunan Valin Steel Co., Ltd. Class A",,Materials,China,0.018793,2024-01-31
1274,BD5LYB,Zhejiang Weixing New Building Materials Co. Ltd. Class A,,Industrials,China,0.0107912,2024-01-31
1275,BD5CK8,CETC Cyberspace Security Technology Co. Ltd. Class A,,Information Technology,China,0.00696929,2024-01-31
1276,BD5CKJ,China Greatwall Technology Group Co Ltd Class A,,Information Technology,China,0.0133797,2024-01-31
1277,BD5CKB,"Shanxi Coking Coal Energy Group Co., Ltd Class A",,Energy,China,0.0297242,2024-01-31
1278,BD5CC2,"Kingnet Network Co., Ltd. Class A",,Communication Services,China,0.0102173,2024-01-31
1279,BD5CDW,"Shenzhen Kaifa Technology Co., Ltd Class A",,Information Technology,China,0.00925363,2024-01-31
1280,BD5CPC,"East Money Information Co., Ltd Class A",,Financials,China,0.0987741,2024-01-31
1281,BD5CP5,"Shenzhen Overseas Chinese Town Co., Ltd. Class A",,Real Estate,China,0.0120764,2024-01-31
1282,BD5CFW,"GEM Co., Ltd. Class A",,Materials,China,0.0115348,2024-01-31
1283,BD5LSB,"Jiangsu Eastern Shenghong Co., Ltd. Class A",,Materials,China,0.0326351,2024-01-31
1284,BD5CJY,"Chongqing Zhifei Biological Products Co., Ltd. Class A",,Health Care,China,0.0538214,2024-01-31
1285,BD5CLM,Shanxi Taigang Stainless Steel Co. Ltd. Class A,,Materials,China,0.0101896,2024-01-31
1286,BD5M1Y,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd. Class A",,Information Technology,China,0.0213861,2024-01-31
1287,BD5CJ6,"Guangdong Haid Group Co., Limited Class A",,Consumer Staples,China,0.0313897,2024-01-31
1288,BD5CNF,"New Hope Liuhe Co., Ltd. Class A",,Consumer Staples,China,0.0185369,2024-01-31
1289,BD5CF2,"Suzhou Dongshan Precision Manufacturing Co., Ltd Class A",,Information Technology,China,0.0106679,2024-01-31
